 Net Value Growth Rate, Cash/Total Assets, Interest-bearing debt interest rate, Equity to Liability, Revenue Per Share (Yuan ¥), Net profit before tax/Paid-in capital,Bankrupt
0.0004518989062045,0.0015974545573121,0.0002920292029202,0.0257945222583844,0.0088479513589545,0.171517985068999,0
0.0004819938910674,0.0214702310807753,0.0,0.101486649321385,0.0544338067365428,0.182324108287459,0
0.0005466257408145,0.382834344487292,0.0,0.0413657114139124,0.0438918886216858,0.240411733655079,0
0.0004445623178548,0.019187461258118,0.0002440244024402,0.0230119212910411,0.0344843232451563,0.173983862453812,0
0.0004438136863905,0.0134601559984167,0.0004580458045804,0.0171748152937481,0.0529515858251282,0.169165221325692,0
0.0004508258677724,0.0623945630413368,0.0,0.0683989177830904,0.0224148101093516,0.174986803408491,0
0.0006126300815793,0.0784800724799996,0.0026882688268826,0.0260305287473497,0.204410363446617,0.189495513158887,0
0.0007149430483604,0.334497970280969,0.0002090209020902,0.0210473292621794,0.0661554516992604,0.180898876404494,0
0.0004616560696219,0.0631778584575337,0.0,0.127182819379275,0.0126745012629127,0.186185053917502,0
0.0004561411511686,0.0844171466570272,0.0004460446044604,0.0553500202083554,0.0209779633074701,0.174127139733052,0
0.000530879525683,0.0668262359551986,0.0002860286028602,0.0368393313306894,0.042923907618313,0.219078500867205,0
0.0004773024672247,0.0117014581686787,0.0001830183018301,0.063159464851637,0.0152608255062994,0.197262649875575,0
0.0004673955775145,0.0322047030854349,0.0007320732073207,0.037169027664168,0.004083669857979,0.144144483824749,0
0.0004510255028295,0.066174934858336,0.0004830483048304,0.0888366086293201,0.016848919339958,0.173048789684036,0
0.0005674376955207,0.0344657237734859,0.0005860586058605,0.0353401109818469,0.0509400003024941,0.186418822109946,0
0.0005717048948669,0.466479331890722,0.0003000300030003,0.0524957581143986,0.0470680762890028,0.240675665485258,0
0.0004465087596619,0.0311397525905819,90000000.0,0.0332990261734214,0.0475520667906892,0.201251790965991,0
0.0003769109878686,0.125772120974805,0.0002520252025202,0.0199583886574488,0.0110712827260765,0.149581479526431,0
0.0005453031585609,0.0367764916378193,0.0002670267026702,0.0266960111870145,0.0374790144743409,0.193673176985144,0
0.0004450614054976,0.0158728996981225,0.0001860186018601,0.115103595987785,0.0056717636916375,0.1744513988387,0
0.0003821014993541,0.181411710393767,0.0003650365036503,0.0181221246535245,0.0502140145499645,0.153359475152703,0
0.0004940967664061,0.09302283072324,0.0003810381038103,0.0625884728089539,0.0164708017605155,0.174971721589624,0
0.0004664722653752,0.128667800100889,0.0002190219021902,0.0323129413525371,0.0210535868233586,0.185823090264686,0
0.0005775442202881,0.0213747697027732,0.0003550355035503,0.0227717649038934,0.0636598756749399,0.230291833195083,0
0.0005587286161532,0.0480805091468456,0.0003270327032703,0.108061446780068,0.0159716865556513,0.197081668049167,0
0.0004420918340228,0.0741698566235507,0.0007090709070907,0.0354641087749807,0.0257119954020902,0.167860643993666,0
0.0004724613170892,0.592663538341747,0.0,0.1845558558601,0.0113284026800974,0.180567076389413,0
0.0005638442644922,0.159291607667746,0.0005120512051205,0.0304359357094476,0.0283134443486547,0.161646934620315,0
0.0005223201726084,0.0343951857036813,0.0003510351035103,0.0335845044395127,0.0147314608950799,0.180137244551693,0
0.0005086451711947,0.575660489335008,0.0,0.0470776829014844,0.0495787770165011,0.205436995701682,0
0.0004894053425635,0.0086828993135718,0.0002470247024702,0.031038658887249,0.0145650891601252,0.177595958072544,0
0.0108504148990438,0.189103017765481,0.0002540254025402,0.0614781709549213,0.0528305881997066,0.178606439936656,0
0.0004376499540015,0.110723461159202,0.0002530253025302,0.0249650617836587,0.0779678448810442,0.173463539702888,0
0.0004587114525292,0.10539420336984,0.0,0.0506802919489473,0.035255683107219,0.213897896086268,0
0.000426645071477,0.0736869912572513,0.0006540654065406,0.0548215028665594,0.0073203563380068,0.16444461202021,0
0.0004120717123063,0.186239025005246,0.0004080408040804,0.0132435156240439,0.112089175249936,0.112208732373124,0
0.0006910866590329,0.0252858069576034,0.0003870387038703,0.035226104813049,0.0165010511668709,0.194080386094563,0
0.0004337321160053,0.0071440714825881,0.0008200820082008,0.0233950261929134,0.0372823933330308,0.164663298393786,0
0.0004420419252585,0.0442287946991315,0.0328152815281528,0.0680696454531836,0.0188605048625921,0.169723248623784,0
0.0005153079912266,0.348323535922799,0.0001900190019001,0.0439292963493616,0.0513181178819366,0.20262423648292,0
0.0004169128624418,0.0297537721225252,0.0004240424042404,0.0243618978277458,0.0207964668693377,0.159791870899631,0
0.0006472168552278,0.264899521399372,0.0003090309030903,0.0395526389577203,0.0787997035558177,0.240879270039967,0
0.0004542196637436,0.129882612495291,0.0001090109010901,0.0120280722282417,1.0,0.173192066963276,0
0.0004657984970574,0.0150709377908069,0.0007010701070107,0.0249865216602286,0.0254548754480693,0.181660508257296,0
0.0004190090305417,0.239177509088258,0.0004250425042504,0.0293589120685709,0.182373670916708,0.165998039363547,0
0.0004211051986416,0.0136875269456574,0.0001310131013101,0.033495234788689,0.0038719240134912,0.163939371088153,0
0.0006610665373164,0.248809052385098,0.0003070307030703,0.0490805862226667,0.0129921200296444,0.170839303219968,0
0.0004774521935176,0.0641770214079567,0.0002180218021802,0.022327619559622,0.11830542825597,0.194057763366262,0
0.0004689427492073,0.0718391193766245,0.0005830583058305,0.0222113481839075,0.04156268433232,0.176970062589548,0
0.000433682207241,0.0199945059111842,720000000.0,0.0322005020662726,0.0319131237049473,0.166344921197496,0
0.0005005599513808,0.298000637548981,370000000.0,0.0458002507602002,0.01341561171862,0.182369353744062,0
0.0005930908003623,0.0174991670280326,0.0004700470047004,0.01531610673606,0.0421374230530726,0.178395294472513,1
0.0004127704350062,0.0223440249093595,0.0004970497049704,0.0258759535736989,0.0238819063175885,0.158276148103461,0
0.0005858290751591,0.358487292871769,0.0003170317031703,0.050719214633721,0.0100579276131706,0.186011613000528,0
0.0004482306120296,0.114357875231069,0.0001670167016701,0.0631710743847241,0.0117670190722507,0.173621898800995,0
0.000935489877729,0.0552443703418233,0.0002060206020602,0.0273268252345186,0.0019813361162787,0.146165447552975,0
0.0002240653972505,0.108758112085665,0.0002760276027602,0.011797172371724,0.0497300240482781,0.0906341904833723,1
0.0004607078031005,0.0245701714979549,0.0001820182018201,0.049146601121166,0.0268009740308846,0.1795565945253,0
0.000480696263196,0.238351435213663,0.0003290329032903,0.0331348502690511,0.0263926070450867,0.179986426363019,0
0.0006326684504391,0.0397900909173152,0.0004730473047304,0.0241032478325346,0.0825960040534204,0.228504637659302,0
0.0004515495448545,0.0082614223967254,0.0004320432043204,0.0211218054668793,0.0603324409758459,0.180024130910188,0
0.0004634777395182,0.120691174186374,0.0001830183018301,0.0426840135649671,0.0126140024502019,0.172830103310459,0
0.0004278428818198,0.468051367069275,0.0,0.458232931257733,0.0039929216389128,0.171729130533142,0
0.0003763120826972,0.0259464475150323,0.0002610261026102,0.0259247888258371,0.0172724110289336,0.137538647160848,0
0.0004676950301002,0.0893191249729784,0.0002910291029102,0.0147211862076178,0.0703147450731279,0.18380212653646,0
0.0004721369101214,0.539304189802581,0.0,0.355151410263562,0.0045979097660208,0.178493326295151,0
0.0004433145987477,0.0581921334868341,0.0,0.0240827269203423,0.0417441807704524,0.175145162506598,0
0.0004973657904667,0.133449271690503,0.0001940194019401,0.0772680237306338,0.0194957423960555,0.202473418294246,0
0.0004626292905254,0.188761285038855,0.0004050405040504,0.0299554796050532,0.0284646913804317,0.172875348767061,0
0.0004326091688089,0.0781668801956633,0.0007170717071707,0.0226259743781389,0.038840237760334,0.176510067114094,0
0.0004841649223137,0.0295769777725053,0.0003850385038503,0.0212216461223468,0.0299015381823132,0.189216499509841,0
0.0004673706231323,0.0787492105344943,0.0001720172017201,0.0424736903308497,0.0341515797752469,0.183817208355328,0
0.0005199994150692,0.110813479321046,0.0003260326032603,0.0250280400513371,0.0623591512016577,0.195942990724681,0
0.0003911848944536,0.0146020076002733,0.0004900490049004,0.0144130893628907,0.0158809383365851,0.157544679888395,0
0.0009966530683583,0.389784408310386,0.0001560156015601,0.0452848812616849,0.12620052331473,0.297458713520851,0
0.0005548606869212,0.0343265573360372,0.0003080308030803,0.022079503711907,0.0150642043649893,0.189570922253224,0
0.0005890481904554,0.123478524609898,0.0003760376037603,0.0322271279741403,0.0208569656820485,0.181072317321469,0
0.0004947705347239,0.132764340625592,0.0002250225022502,0.019037966630741,0.0739900479453091,0.196440690747304,0
0.000410973719492,0.173209792734363,0.0,0.0712748464493204,0.0163044300255608,0.163471834703265,0
0.0004143924698454,0.165557887377227,0.0002450245024502,0.0217408394108671,0.0178017756401531,0.160289570922253,0
0.000429814278009,0.0077756088570905,0.0006770677067706,0.0230653586074243,0.0090294477970869,0.170447175929417,0
0.0005066737750056,0.0708248019790562,0.0003760376037603,0.0267944317591276,0.044133883872529,0.223912223814192,0
0.0004824680243281,0.0290054717159205,0.0007040704070407,0.0330943752660258,0.0255607483703132,0.187836513083478,0
0.0008911708950453,0.0599014141006629,990000000.0,0.0280760948462615,0.0070934857903413,0.162891184676872,0
0.0004679944826859,0.0947086095704796,0.0001680168016801,0.0489329199345026,0.0584116036722779,0.23321770605535,0
0.0004911521493134,0.0596413770764648,0.001007100710071,0.153454596029855,0.0134609858281531,0.19161450870975,0
0.0004341064317374,0.042104212625443,0.0006120612061206,0.0247808782299554,0.0212048338551356,0.170778975944499,0
0.0004746323483356,0.0502204321178903,0.0002380238023802,0.021239941143865,0.400759260099521,0.176834326219742,0
0.0004919007807776,0.0907392359996494,0.198652865286529,0.0265847990622596,0.145620642194897,0.200550486388658,0
0.0003440959753522,0.0774080199271115,0.0003250325032503,0.0161321128442614,0.0312325120619508,0.134967197043964,0
0.0005036043860021,0.0092525374780433,0.0002720272027202,0.0203061095120139,0.0640984920670932,0.190950908679587,0
0.0004452111317905,0.145218847466247,0.0004740474047404,0.0198453769290368,0.0967829756341032,0.179903476359249,0
0.0004537205761008,0.0365343933839166,0.0001920192019201,0.0239764660366615,0.0609071796965985,0.172128798733127,0
0.0004258215768664,0.0199265691043225,0.0005610561056105,0.0743582062638556,0.0055205166598605,0.163607571073071,0
0.0004600340347827,0.0606466296037773,0.0002660266026602,0.0251503230356731,0.0255607483703132,0.184925722042078,0
0.0004651496831217,0.0172037428837986,0.0003420342034203,0.0167225964483865,0.0323366153939229,0.176902194404645,0
0.0004795733159996,0.0365496540511821,0.0005540554055405,0.0334421543777185,0.009377315970174,0.166427871201267,0
0.0004650997743574,0.0388459601591539,0.0003190319031903,0.0216276585318605,0.0125686283406688,0.179647085438504,0
0.0002041767546836,0.0337251469256195,0.0001610161016101,0.010493966457482,0.0344389491356232,0.0798883945403816,1
0.0005382161140327,0.157016354613593,0.0,0.0362706572044496,0.0420315501308287,0.234733428851519,0
0.0006933575078078,0.805692437036252,0.0,0.355523917462047,0.0007259857525296,0.159799411809064,0
0.0007317623019239,0.351716260801226,0.0011081108110811,0.0297633072865692,0.0271337175007941,0.173244853329312,0
0.0004451861774083,0.176034898760603,0.0003640364036403,0.0745027876175501,0.0417441807704524,0.170394389563381,0
0.0004180607640203,0.0912646470440837,0.0005260526052605,0.0872622239537107,0.0146104632696583,0.188515194932509,0
0.0014341283416849,0.307267146362831,0.0002260226022602,0.0338782295289677,0.0264228564514421,0.205610436618656,0
0.0005145344053802,0.0243655305264303,0.0003710371037103,0.0295889281586076,0.08312536866464,0.228700701304577,0
0.0004463091246047,0.0894120370680964,0.0003940394039403,0.0257353958261022,0.0543430585174766,0.16832063946912,0
0.0004878581708707,0.0636363112762135,0.0003030303030303,0.0404060409894651,0.0195259918024109,0.185581781162808,0
0.0004119968491598,0.0216344304365456,0.0002950295029502,0.0208699836607868,0.0279050773628568,0.163456752884398,0
0.0005153079912266,0.0713079272456496,0.0002810281028102,0.0428407288390848,0.0279353267692122,0.202209486464068,0
0.0007293666812383,0.0198470486543554,0.0001770177017701,0.015860804570566,0.153016622048792,0.278742176306463,0
0.000453046807783,0.113468488514844,0.0002710271027102,0.0216658025910948,0.0344086997292678,0.182391976472363,0
0.0004974656079953,0.131423140978199,0.0001820182018201,0.0290020905285109,0.0845924648728769,0.192383681471986,0
0.0004705897384286,0.159930722830822,0.0046424642464246,0.0634209494220437,0.0235945369572122,0.17619334891788,0
0.000509044441309,0.0458106484587934,0.0002740274027402,0.0282741964376025,0.039142731823888,0.208219591282709,0
0.0004761296112641,0.466643686056667,1000000.0,0.0381888090663544,0.0369950239726545,0.205150441143202,0
0.0008852067977134,0.257646679383724,0.0004920492049204,0.0231801643479801,0.0833371145091278,0.236339642560893,0
0.0005328010131079,0.0798335450712779,0.0002910291029102,0.063944573896993,0.0221576901553307,0.171118316869014,0
0.0003637600284799,0.0420496233936824,0.0003440344034403,0.0203167044342824,0.0216132008409335,0.131860342357288,0
0.000450576323951,0.0815559947200058,0.0002730273027302,0.0383692996451154,0.059969448099581,0.179579217253601,0
0.0003956267744749,0.0441090880136989,0.0004490449044904,0.031291279943075,0.0167581711208918,0.16393183017872,0
0.0004399457571586,0.0541522704362542,0.0004400440044004,0.0201631484090657,0.0439372627312189,0.169647839529447,0
0.0004514996360902,0.0565932325278855,0.0001920192019201,0.0410025919563323,0.0172572863257559,0.172158962370862,0
0.0004455355387583,0.0762973281105081,0.0,0.095804573518112,0.013869352813951,0.169014403137018,0
0.0005134613669481,0.050064649011642,470000000.0,0.0144649639684192,0.0763797510473857,0.189714199532464,0
0.0004395215326622,0.0153138903256761,0.0004270427042704,0.025758856469069,0.116702209719134,0.2007390091245,0
0.0004395464870443,0.0339116773666544,0.0001020102010201,0.0765566225984917,0.0081522150127803,0.166156398461655,0
0.0004417175182906,0.0050267620971278,0.0007040704070407,0.017274841903625,0.0112527791642089,0.167227207601237,1
0.0004484302470868,0.15068976560588,0.0003120312031203,0.0385700081111803,0.0574587473720828,0.172973380589699,0
0.0005098679359197,0.0371973346239485,0.0001560156015601,0.0266868455550684,0.0277689550342575,0.186893899404268,0
0.0005147839492016,0.398023825062215,0.0,0.080850186809747,0.0660798281833719,0.33196591508936,0
0.0004360778279266,0.0682926883342988,920000000.0,0.0739976260266163,0.0197982364596095,0.170794057763366,0
0.0004685684334751,0.0363087942786806,0.0003650365036503,0.0173453929684829,0.115945974560249,0.182799185581781,0
0.0004259962575414,0.227274759271844,0.0,0.0983241047210411,0.0285100654899648,0.1686071940276,0
0.0004904783809956,0.478143167796836,0.0,0.121132125948309,0.0377361344283618,0.188567981298545,0
0.000484738873103,0.0307848124090132,0.0002690269026902,0.0202041659498888,0.0187092578308151,0.187904381268381,0
0.0012577008599429,0.16478895540728,0.0001070107010701,0.0367290842689198,0.0565512651814208,0.21000678681849,0
0.0004442129565048,0.0230705196812938,0.0008270827082708,0.0164039309117358,0.0290696795075397,0.168991780408717,0
0.001020883773418,0.925017983207596,0.0,0.206130319808729,0.0068968646490312,0.169542266797376,0
0.0037232686786919,0.22768598255709,0.0008320832083208,0.0306581488866506,0.0543128091111212,0.233255410602519,0
0.0005280347261189,0.0312330330661166,0.0001940194019401,0.0334284618302946,0.0667604398263684,0.190747304124877,0
0.00042504799102,0.0581412879493089,0.0003650365036503,0.0200083289653281,0.0341515797752469,0.163034461956112,0
0.0004699658788751,0.18220319605923,360000000.0,0.0228880081903043,0.08766277961795,0.183281803785537,0
0.0004732099485535,0.0782229033990462,0.0002800280028002,0.0208960809510899,0.0506072568325847,0.181079858230903,0
0.0003632359864549,0.0397629912266554,0.0005190519051905,0.0135539584452429,0.147919597077907,0.147243797601991,0
0.0004147168768133,0.812811388590421,0.0,0.20048944344611,0.015684317195275,0.168991780408717,0
0.0004905033353777,0.0858799355719827,0.0005010501050105,0.0762138496915701,0.0261657364974212,0.196983636226529,0
0.0005078965397305,0.0908252302269407,0.0003660366036603,0.114270038046292,0.0129769953264667,0.183394917427042,0
0.0005063244136556,0.530035268436002,0.0,0.0746685146838119,0.0154271972412541,0.179036271774376,0
0.0009088635519837,0.127135027946757,0.0014291429142914,0.0400397407219918,0.0444061285297276,0.181419199155418,0
0.0004267947977699,0.220809208356914,0.0,0.0972858543602895,0.0165313005732263,0.163886584722118,0
0.0004652994094146,0.0411204244724146,0.0007890789078907,0.0269219164169992,0.0568235098386194,0.18240705829123,0
0.000450401643276,0.678961591336776,0.0,0.0684153237952893,0.0312778861714839,0.175401553427343,0
0.0005617980051566,0.0821830697194596,0.0,0.033443227626239,0.164405523541601,0.260229243646784,0
0.0004420668796406,0.038716118492255,0.0004370437043704,0.0422648112587236,0.0170455404812681,0.174293039740593,0
0.0004888813005385,0.181447079433782,0.0,0.0855693860997701,0.0254397507448916,0.201214086418822,0
0.0004785252319497,0.0922551440147023,0.0002080208020802,0.0193633727073446,0.0498207722673443,0.186878817585401,0
0.000456565375665,0.275645609817174,0.0003140314031403,0.0319529516054449,0.0670478091867447,0.200218686373577,0
0.0004137187015276,0.120344339503975,0.0003450345034503,0.0240402467304042,0.0789963246971278,0.162182339190106,0
0.000465374272561,0.0495799044532165,0.0001240124012401,0.125244354749991,0.0193898694738116,0.18423195837418,0
0.0004551928846472,0.0353169141864972,0.0004000400040004,0.0872124839595981,0.0260296141688219,0.177482844431038,0
0.0004624546098504,0.0360525879588164,0.0006030603060306,0.0334528120361803,0.0184218884704388,0.18197722645351,0
0.0004761545656462,0.0277938538351324,0.0016731673167316,0.0281668124648185,0.156888546062284,0.20693009576955,0
0.0004461344439297,0.0359778813142956,0.0003820382038203,0.0262335882251759,0.0380537531950935,0.175944498906568,0
0.0005267121438654,0.0244492850911877,0.0008680868086808,0.0185390051643953,0.0365564075805012,0.185453585702436,0
0.0004611320275969,0.210537385995682,0.0001260126012601,0.0178899021699227,0.0341818291816023,0.180506749113943,0
0.0004001684720247,0.0396964612713854,0.0003090309030903,0.018566979432018,0.0275118350802366,0.141648442802202,1
0.0004585617262363,0.0286058524138032,0.0002420242024202,0.0317573724599051,0.0225206830315955,0.178304803559309,0
0.0003295974793279,0.127558255235583,0.0,0.028709873947362,0.047310071539846,0.0524394842017947,0
0.0004787997301532,0.0229766369150777,0.0002640264026402,0.0252883476374787,0.0416080584418531,0.178485785385718,0
0.0004043608082245,0.444553245864206,0.0,0.105564018243533,0.0103150475671915,0.154694216122464,0
0.0008103686056704,0.575430545374856,0.0002430243024302,0.0489175678347273,0.0636598756749399,0.212050373275017,0
0.0004412433850299,0.0535607961270779,0.0002040204020402,0.0283407257992337,0.0219308196076652,0.16657868938994,0
0.0004614564345647,0.0107593083027586,0.0002240224022402,0.0415223664548441,0.0277235809247244,0.176140562551844,0
0.0004334576178017,0.142431921923204,0.0003520352035203,0.0238644696655792,0.0392788541524873,0.169896689540759,0
0.000456914737015,0.0519639890604983,0.0003930393039303,0.0248903136586925,0.032835730598787,0.175891712540532,0
0.0004299390499197,0.0633010805769435,0.0004900490049004,0.0300313503653612,0.0125383789343134,0.167460975793681,0
0.0004900541564992,0.141892320322714,0.0001530153015301,0.0306542916646659,0.0306275239348428,0.200377045471684,0
0.0004349798351124,0.138691572491484,0.0002380238023802,0.0448397516207938,0.039142731823888,0.179036271774376,0
0.0004767784251998,0.379480531202889,0.0,0.147943103624567,0.0224753089220624,0.193718422441746,0
0.0004637771921039,0.303543386479881,0.0,0.071587017955638,0.0244566450383411,0.187135208506146,0
0.0005300560310723,0.241786019859449,840000000.0,0.0307129003257483,0.0330626011464525,0.230721665032803,0
0.0004552178390293,0.0549498230785813,0.0002840284028402,0.0222215140965898,0.022596306547484,0.175718271623558,0
0.0004585617262363,0.226160064990713,0.0,0.122214196530034,0.0004688657985087,0.173305180604781,0
0.0004708143278679,0.0428811065843976,0.0007300730073007,0.015750314687819,0.0778165978492672,0.174587135208506,0
0.0003599669623943,0.0208317306383951,0.0004390439043904,0.0190923211748599,0.0044164133278884,0.151421461428248,0
0.0004408441149157,0.0724619467012727,0.0002230223022302,0.051209556826298,0.0251977554940484,0.194917427041701,0
0.0004530218534008,0.0990261331451962,0.0004240424042404,0.035573101859397,0.0183311402513726,0.175265817057537,0
0.0004414929288514,0.160349597354724,0.0,0.0420377558603175,0.0557950300225358,0.174149762461353,0
0.0004202817040309,0.0263590155017994,0.0002210221022102,0.0210986303863,0.0152608255062994,0.159165975416635,0
0.0004427656023406,0.357492621676427,0.0,0.0831117697816532,0.01190314140085,0.178455621747983,0
0.0004427156935763,0.0327155122533491,0.0006830683068306,0.0159537487092084,0.0176959027179092,0.169972098635095,0
0.0003775348474221,0.12959310390775,0.0004720472047204,0.0455415116228013,0.0424096677102712,0.184149008370409,0
0.0004802720386996,0.0860072110059783,0.0004180418041804,0.0202463358254788,0.124083064869852,0.173682226076465,0
0.0004692921105572,0.081741714950124,0.0002780278027802,0.0399802277434215,0.0419256772085848,0.199984918181133,0
0.0004575385965685,0.0034102116482111,0.0008680868086808,0.0180114929337004,0.022142565452153,0.17379533971797,0
0.0005005100426165,0.0792358806150982,860000000.0,0.0959781024140347,0.0195108670992332,0.180974285498831,0
0.0004899792933527,0.0396880992619249,0.0,0.195810827286097,0.0117216449627176,0.189834854083402,0
0.000474881892157,0.0353501836841373,0.0,0.0409470531970385,0.0140054751425503,0.188469949475907,0
0.0004661977671717,0.0345601206902837,0.0006700670067006,0.0389568796730151,0.0212955820742018,0.178304803559309,0
0.0004368763681551,0.0646969372561739,0.0004570457045704,0.0843517231952304,0.0062162530060347,0.154852575220572,0
0.0004735593099035,0.0253385689772968,0.0003030303030303,0.0259364381582032,0.0593342105661176,0.182867053766684,0
0.0004834911539959,0.260150005115911,0.0005200520052005,0.0478683038761741,0.0290394301011843,0.178289721740442,0
0.0004489043803475,0.0262119593954245,0.0002220222022202,0.0771073228053762,0.0049457779391079,0.169941934997361,0
0.000469416882468,0.025570170649324,0.0007760776077607,0.0196620175234023,0.0250011343527383,0.189578463162657,0
0.0005046275156699,0.0531906642083218,0.0002810281028102,0.0349225729558573,0.0289486818821181,0.184066058366639,0
0.0007887581107356,0.820797647765835,0.0,0.188722921451962,0.0060952553806131,0.163652816529674,0
0.0003390302357774,0.108747786133983,0.0004410441044104,0.0164482271578464,0.0569293827608633,0.13823995173818,0
0.0004824680243281,0.0748874639354301,0.0003340334033403,0.0253265452991255,0.0375848873965848,0.192534499660659,0
0.0004372506838873,0.0614273599170722,810000000.0,0.15938381652867,0.0116913955563622,0.182203453736521,0
0.0006473915359027,0.4493973681147,0.0,0.0634592549032889,0.097750956637476,0.379021189955509,0
0.0003921082065929,0.0606338436393117,0.0004950495049504,0.0266341463184347,0.0082580879350242,0.148284443103838,0
0.0004235257737093,0.0615062328763067,0.0003700370037003,0.0360829309879758,0.0720087118290304,0.162159716461805,0
0.0005526397469106,0.08872637602236,0.0002380238023802,0.0344557638178076,0.0444061285297276,0.21482542794661,0
0.0004145421961383,0.0098497940037614,0.0005130513051305,0.0248033944048563,0.0109805345070103,0.14103008822864,0
0.0004401204378336,0.0344587347155787,0.0001590159015901,0.035267781713312,0.0169547922622019,0.172694366940653,0
0.0005580798022175,0.0482998039749492,0.0002240224022402,0.0391344888659539,0.0184823872831496,0.186607344845788,0
